ID;sentimentScore;text
908261360378806272;0;Das diesjährige Tier der MeLa ist die #Honigbiene. @ManuelaSchwesig 
843460913957093376;0.5;.@MartinSchulz: Wir haben den Mindestlohn eingeführt und damit Hunderttausenden ein besseres Einkommen und eine bessere Rente ermöglicht. <f0><U+009F><U+0092><U+00AA>
870381924849778688;-1;Es geht um Bau  nicht um Besitz. Das müssten Sie wissen. Ihre Unterstellungen wären auch bei der AfD gut aufgehoben. 
860464405414387712;0;Live dabei: in Leipzig diskutieren Politik  Medien und Wissenschaft zu Wem gehört der Rundfunk? Hier Stream  
875309405276864512;0;Wenn Ihr Euch einen schönen Tag machen wollt  dann auf zum #CTC auf den Stadionvorwiesen.. ich winke heute wehmütig aus der Ferne. <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> #Koeln
859778372574072832;0;Vertreter des @JFDA_eV erklärt besondere Stellung des #Antisemitismus unter den sonstigen Rassismen. /TS
907323435629543424;0.5;Heute @spdde +2 und ich bin jetzt Naturfreund @NaturFreunde Berg frei!
843400846461321216;0;Wissmanstr.  Am Ende könnte eine Infotafel stehen“  Bez. Bürgermeisterin F. Giffey. Umbenennen muss das Ziel sein  
911222120130150400;0;#Linker Wahlkampfabschluss in #Görlitz Für ein soziale Politik!  Mit @schullegr und @thorstenahrens @AlexJahns 
860520311921528832;0;.@HenrietteQuade erklärt:  UN-Flüchtlingskommissar selbst empfiehlt die Dublin-Überstellungen auszusetzen. #ltlsa
815572053298442240;0;Theory of Mind war letzte Bastion Unterschied Mensch Tier  auch diese jetzt gefallen: Pferde wissen  was du weißt 
881976154734964736;-0.5;Für Heiko Maas gelesen: 1984. Wirklich erstaunliche Parallelen für den komplett ungebildeten Minister -oder Absicht? 
878228689384636416;-1;So YouTube-Filmchen oder Videoclips für die eigene Homepage sind toll  da kann jede*r jeden Mist behaupten  Gegenrede geht nicht. #nurmalso
884685063207694336;0.5;Die Bewerbungsfrist für den #Ausbildungsbeginn am 01.03.2018 endet am 16. Juli 2017. Jetzt bewerben 
848172561783549952;1;Herzlichen Glückwunsch <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> 
896655087367598080;-0.5;2016:Nur 1000 Asylantragsteller  für die wir zwingend zuständig waren. Alle anderen waren schon vorher sicher. #AfD
880667731523244032;0.5;Plenum ist rappelvoll. Jetzt gehts los mit #ehefuerralle #bundestag 
919185483309207552;0;Fangen wir mal oben an... 
908656311658786816;-1;Der #DFB berücksichtigt #Bremen nicht bei der Vergabe zur #EM 2024. Wundert sich wirklich jemand? Danke an #SPD und #Grüne für das Eigentor!
855450499222523904;-0.5;Gutes Beispiel von @BystronAfD dafür  warum spontane Wutreden selten eine gute Idee sind... #bvbanschlag #AfD 
854672609014894592;-0.5;@oliver_me Und falls sich jemand fragt wer der Typ da rechts von Trump ist ... 
902854255123587072;0;11 8 Millionen Euro für Sanierung von Schulen im Kreis Euskirchen  via @EifelerPresse
856488206245789696;0;@marcelhafke Das mit dem Wechsel denkt sich euer Chef ja auch: schnell von Düsseldorf nach Berlin. <f0><U+009F><U+0098><U+0089>
838089498512736256;-0.5;Wie nennt man das wenn Polizist für sog. Gewerkschaft tätig aber als rechter Scharfmacher mit echtem Steuergeld bezahlt wird? #Wendt #DPolG
901784979834798080;0;Peter Steudtner in Haft: Ein Abendgeläut gegen das Vergessen  
840165786677366784;0;.@MWBirkwald: Gesetzliche #Rente stärken oder private Vorsorge erzwingen? #Nahles will eine Pokerrente einführen 
846690642285772800;-1;Banken &amp  Versicherungen #Rendite verschaffen  parlamentarische Kontrolle ausschlaten &amp  die Allgemeinheit muss zahlen 
905155753517965312;0;Zum Abend noch eine Lektüre. 
819084147016736768;0.5;Gute Nachrichten für die SPD: auch in der aktuellen Forsa-Umfrage ist die Partei noch nicht unter die 20 %-Marke gerutscht.
856583303171887104;0;War heute zu einer waldpolitischen Podiumsdiskussion bei einer Tagung des Deutschen Forstwirtschaftsrats in... 
831605180932173824;1;Danke für die Einladung! #grüne #steze #mobilität #fahrrad #stammbahn #100tage #r2g #radg #sbahn :) 
834442484424048640;0.5;@LinksfraktionBN Nein  Flutlicht war immer vorgesehen  nicht nur wegen Rückzug Solingen. PS Russland stellt ein starkes Baseball-Team :-)
849572932640808960;0;Internes Papier der Bundesregierung: 267.500 Syrer dürfen ihre Familienangehörigen nach Deutschland nachholen 
891356465289719808;-0.5;Der Bezirksamtsleiter in #Bergedorf ist nicht mehr zu halten. 
828358600208809984;-0.5;#Will Alexander Lambsdorff kritisiert Gendergaga. <f0><U+009F><U+0098><U+0082> AfD wirkt
864361053047504896;-0.5;Treffen der G7-Finanzminister auf Sizilien soll nicht von Geflüchteten auf privaten Rettungsschiffen gestört werden:
847831301432512512;1;• Glamourös! Das neue Farb-Bandaufzeichnungsgerät TR-70 (Videorecorder). 
878642797833748480;-1;Meine Nachrichten gehören mir! Der #Staatstrojaner macht unsere Freiheit kaputt. 
864574576906436608;1;Wähl mich für a) höheren Mindestlohn  b) mehr Rente  c) eine neue Eigenheimzulage  d) E-Auto-Subventionen  e) alles davon. Keine Bestechung?
897370199212642304;0.5;@hahnflo in #Brühl. Sicherheits- u Außenpolitik aus erster Hand! 
877150053512687616;-1;Obdachlosen getötet und angezündet – siebeneinhalb Jahre Haft #AfD #Hütter 
838066618332823552;0.5;25 mal zierte ein Museumsfenster Gau-Odernheim. Leider heute zum letzten Mal. Ein großes Dankeschön gilt dem... 
827665939076411392;-1;@martinburster @M45852800 Vielleicht sollten Sie sich zur Abwechslung auch internationale Sender ansehen und nicht nur das #Staatsfernsehen.
869845598727544832;0;Zehn-Punkte-Plan - #Grüne stellen Bedingungen für Koalitionsvertrag 
890477879150215168;-0.5;Gestern im Chemiedreieck mit @GrueneMuehldorf #ÖPNVHeute Bermudadreieck Grüne #Cham illegale Luchstötung #Umweltkriminalität
883566107847798784;1;Danke an alle Polizisten. Unsere Solidarität gehört Ihnen  und zwar uneingeschränkt. 
905541946290171904;1;@ekindeligoez @BR_kontrovers @DB_Bahn Gut gemacht!
881840515590889472;-1;Statt Bürgerrechte zu verteidigen dulden SPD/GRÜNE in Hamburg rechtswidrigen Polizeieinsatz gegen genehmigtes Camp 
838618325555036160;1;Moin aus Lübeck und einen guten Start in die Woche!
905362289666256896;0;Der zweite Spot der SPD zur Bundestagswahl: 
847772478453764096;-1;Mit welchem Deal wurden Rot und Grün denn da eingekauft für die nutzlose #PKWMaut?! CL
918528647505604608;0;Damit die Palmen im #Wörlitzer Park den Winter überstehen  werden sie ins #Palmenhaus gebracht. Gar nicht so leicht: 
862318364814979072;0.5;Hier ist das Statement von @UlliLeiner zum Nachhören und natürlich auch zum Senden  liebe Radiokollegen! 
873536136601325568;-0.5;Umweltminister @StefWenzel fordert endlich echte Maßnahmen für mehr saubere Luft in Städten. Recht hat er  wird Zeit! #ldknds
890539978979258368;-0.5;PM der BAW: @Umweltbundesamt fordert ein #Nachtflugverbot. Senat ist beim Schutz der Bürger*innen in der Pflicht. 
901876946728091648;-0.5;Sagt der Minijob-Guru für Arme <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> 
880397678131236864;-0.5;@schillipaeppa @mad_auntie @norwichruesse @RenateKuenast Warum schont die neue StoffstromVO des Bundes Grossbetriebe und belastet Kleine?
883303604173537280;0.5;Schwarzer Block zeigt  wie die bessere Welt wirklich aussieht. @SH_Polizei @PolizeiHamburg: danke &amp  stay safe! #welcometohell #G20HH17
883642764533133312;0.5;Besondere Ehrung für Hans Frömbgen und Gerd Düllberg      
842314099035914240;-0.5;Den nächsten Schritt will man sich nicht ausmalen. #AfD 
843097645761617920;-0.5;Dann wüsste ich ja doch gern  warum eine Gruppe Menschen durch bloße Anwesenheit in der Meldung landet  @szonline?! 
920358811239665664;1;Glückwunsch an unsere alten und neuen Fraktionsvorsitzenden. @SWagenknecht und @DietmarBartsch mit grosser Mehrheit wieder gewaehlt <f0><U+009F><U+008E><U+0089>
914498200857391104;1;Sehr zu empfehlen <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> 
850361917365530624;0.5;Heutiger Lieblingslacher aka Primetimeline mit @VoxDark und @BVG_Kampagne. 
903251554127536128;0.5;Gute Berliner Bilanz im #Arbeitsschutz - neuer Bericht von Senatorin @ElkeBreitenbach jetzt vorgestellt: 
914105925874716672;0;Tillerson: USA in Kontakt mit Nordkorea wegen Atomprogramms  #Eilmeldung
823904524939198464;-0.5;Donnerstag - Protest vor dem Bundestag:Auslandseinsätze der Bundeswehr beenden!Am 26.01.17 wird im Deutschen... 
846254201982386176;0;SPD startet im Tierpark in den Wahlkampf | NDR.de - Nachrichten - Schleswig-Holstein - landtagswahl_2017 
908999758898966528;0.5;Jetzt wird es sportlich. Politikteam heute beim Wettkampf für jedermann #Feuerwehr #Callenberg in #Langenberg. Mal sehen  was wir reißen<ed><U+00A0><U+00BD><ed><U+00B8><U+0089>
877447584574566400;1;Guter Kommentar  teile ich gern!Die Konsequenzen der Fahrlässigkeitspolitik der letzten Jahre sind so deutlich...
908299524082421760;-0.5;Kollatz-Ahnen: Wir werden 2 5 Milliarden Euro pro Jahr investieren  dass sind 500 Mio. mehr als die Koalition vereinbart hatte. #agh
847343090906013696;0;@olavgutting tja  so ist das leben
909864893133869056;-0.5;Wir brauchen eine klare Identitätsfeststellung um zu wissen  wer ein Syrer ist und wer sich nur als einer ausgibt! #AfD #hartaberfair
909020248443097088;0;Und auch heute sind wir wieder mit dem etwas anderen Infostand in der Innenstand von #Minden. #Gerechtist #PostnachBerlin 
843394776640774144;0.5;Gleich geht's los! #spdbpt17 #zeitfuermartin #zeitfuermehrgerechtigkeit 
833964525099552768;0.5;#Solar schlägt #Klimakiller #Kohle: Solarkraftwerke mit Speicher sind  kostengünstiger als neue Kohlekraftwerke.  
840084591201329152;0;Ausgabe #Kempen: Kreishaus trifft #Bundestag 
853258307506778112;1;Die Detmolder SPD hat ein tolles Osterfest für Familien im Palaisgarten organisiert. Der Osterhase hat auch... 
840183654085251072;-0.5;@tenn05 Leider in Berlin gebunden...
864781695270125568;0;Gleich spreche ich mit Schüler*innen der JFK-Schule über die Klimapolitik von #R2G.On my way to Zehlendorf... <ed><U+00A0><U+00BD><ed><U+00BA><U+0083><ed><U+00A0><U+00BD><ed><U+00BA><U+0083><ed><U+00A0><U+00BD><ed><U+00BA><U+0083> 
853190723159687168;-1;Letzte Nacht gab es einen Brandanschlag auf eine bewohnte Geflüchtetenunterkunft in Kremmen in #Oberhavel. Hier wurde der mögliche Tod...
879245662801547264;0;Sebastian #Steineke MdB - Meine Woche in 60 Sekunden #fürsieda #cdu  via @YouTube
917044535544426496;-0.5;Sturmschädenbeseitigungssonntag #gartenkram 
855141539957420032;-0.5;Hetze auf Facebook: Rentner wegen Beleidigung von Dunja Hayali verurteilt - SPIEGEL ONLINE - Kultur 
904353669507928064;0;Der Sechtemer Burgenlauf ist eine Institution. Das Wetter passt  viele Hundert Teilnehmerinnen und Teilnehmer...... 
846986509274222592;0.5;Gemeinsamer europäischer Optimismus: AM @sigmargabriel empfängt AM @AlfonsoDastisQ aus #Spanien. 
878189924234797056;0;SPD u Linke Anhänger klar gegen die Kreisreform der Landesregierung Brandenburg ##vibb 
880433614403620864;-1;Schwarzer Tag für #Lichtenrade: Entscheidung gg #Tunnellösung durch @BVerwG_de gefallen.Mehr: 
905841964851093504;0;Morgen geht es weiter im #NSU-PUA zum Thema #NaBe mit #Polizei  #LKA und ex-Justizministerin. Mehr dazu hier: 
826768582910603264;-0.5;Familienministerin @c_kampmann mit einem eindringlichen Impuls bei #VaeterNRW #Familienpolitik 
882311490614833152;-1;#G20HAM17Durchsuchungen bei polizeibekannten Linksextremisten: gefährliche Gegenstände sichergestellt!Information:
825757651472617472;-0.5;@keinetheorie Ja fehlende Reform und Demokratisierung ist großes Problem.Aber Sanktionen führen eben auch nicht dazu.
843940873360543744;0;@atklauner @AlexNeuber @BetterCallAxel @EskenSaskia schaun wir mal was der wähler wählt <f0><U+009F><U+0098><U+008E>
910868124798455808;-1;Lügen-König-Preuss zahlt erst nach Pfändungseinleitung... und dann nicht mal alles!
822695233259507712;1;Schönes Wochenende  -)
854667957691187200;-0.5;Wer hat da weggesehen? 
823896693905178624;0;#SigmarGabriel schlägt gerade vor  dass #MartinSchulz #Kanzlerkandidat und #Parteivorsitzender werden soll 
861221497641340928;-1;Opfer der eigenen  jahrzehntelangen Bildungspolitik: @nrwspd 
885216919346958336;0;Heute Besuch des Eurofighter-Geschwaders in Lage und am Abend eine scherheitspolitische Diskussion bei der SPD in Güstrow.
906214712391720960;0;Die #Schilleroper muss bleiben! Unser Appell zum Tag des offenen Denkmals:  
882555138799489024;-0.5;Meine Empfehlung: DGB-Chef Hoffmann zum Wahlprogramm der Union:: Man muss hart sagen: Gerecht geht anders 
877874266510839808;0;Jetzt Thema im :Grundgesetzänderung für #Parteienfinanzierung - mit @RenateKuenast Info: 
909697470644604928;-0.5;In der Polizeistatistik landen bisher so wenige Fälle  weil nur selten Anzeigen erstattet werden #AfD 
870649023128121344;0.5;Klimaschutz &amp  Energiewende? 1.Wahl: Energieeffizienz ...denn Klimaschutz geht uns alle an @ChrisKuehn_mdb 
898860618966384640;-0.5;Grüne Züge entgleisen aber gerne. Vorsicht! #TrauDichDeutschland 
905819086369820672;1;Gute Nachrichten für den Internationalen Freundeskreis e.V. in Salzbergen! 
909850096048668672;0.5;Spannender Longread von @Petra_Sitte_MdB und Jürgen Scheele zu Digitaler Innovation  Autos  Jobs  Grundeinkommen: 
842446616720224256;0.5;demnächst glitzernd unterwegs :-) 
825666558403948544;1;Ein irres Gefühl: Gerade bin ich vom Vorstand meiner Partei zum Kanzlerkandidaten nominiert worden. Ich bin demütig und dankbar.
858929499534225408;0;Demoradio mit aktuellen Infos zu #HAL0105 ab 10 Uhr bei @radiocorax auf 95 9 UKW bzw. im Stream auf radiocorax.de
830815488141832192;1;Freue mich  dass für die Union auch Hape Kerkeling bei der #Bundesversmmlung war. Toller Typ.
900004062036463616;-1;Entzogene Akkreditierungen bei #G20 und die offene Frage  wie man so gravierende Fehler in Zukunft vermeiden kann: 
856176061675188224;1;Prima und kleine Sensation in der Schweiz: #grüne gewinnen erstmals Regierungssitz bei Kantonalwahlen von der #FDP 
867354273511821312;-1;Wer »Teilhabe« sagt  will betrügen.
877182800641839104;0;Vorbereitung Jahresempfang der @CDUBerlin_AGH laufen #CDU_AGH 
855789787038535680;0;Das habe ich bei FFH gesehen: SPD will Kita-Gebühren in Hessen abschaffen  
852640074814586880;-1;Das #Tanzverbot ist völlig aus der Zeit 
900848478955294720;0.5;sei dabei! 
867799123931443200;-0.5;Mieterforum Pankow: Kritik der Kooperationsvereinbarung 2017 
912061015516487680;1;Dagmar Freitag hat das Direktmandat im WK 150 für die SPD geholt!
883234833736110080;0.5;Wir lassen nicht locker! Fordere rechtsstaatliche Verfahren für @Besser_Deniz &amp  inhaftierte Journalisten. #FreeDeniz 
910865239763292160;0;Jetzt noch ein bisschen Haushalt (Einzelplan 01) im Koa AK und dann Jugendhilfeausschuss im Erfurter Rathaus. Wird also nicht langweilig )
829592643827036160;1;Ich freue mich auf das Gespräch mit @FHeiligenstadt und den Schulleiter*innen meines @LKreis_Harburg Es gibt redebedarf. Wir hören zu. #spd
826176145062260736;-0.5;Macht der Anstieg des #DowJones aus einem menschenverachtenden Egozentriker einen guten Politiker? #hartaberfair
843526908595879936;1;Geht doch: Bitte hier klicken!  
857941934647762944;-0.5;#SPD weiter gegen Innovationsprinzip für Neue #Gentechnik. Aufrecht bleiben gegen diese Nacht- &amp  Nebelaktion! 
845226773583409152;-0.5;Rhein: wenn Innenminister Einschätzung des Ministeriums wieder gibt  macht er sich dies nicht automatisch zu eigen. #nsu #hlt Absurd!
911952932601569280;0.5;Noch bis 18 Uhr haben Sie die Wahl! #btw17 #DenkenWirNeu #SchauenWirNichtLängerZu 
872328008505462784;-0.5;Terrorbekämpfung: Sicherheit muss geschützt werden  
831551636791246848;-1;Pegida-Sympathisant erfindet ihn BILD enthüllt den Freßgass-Sexmob  alle anderen ziehen nach und jetzt: Alles Lüge 
834693167710662656;1;#Mehr Demokratie wagen! 
915662653653229568;-0.5;100 Tage Schwarz-Gelb in NRW.  Fehlstart in entscheidenden Zukunftsfeldern  meinen @MonaNeubaur und @Arndt_Klocke: 
847790491949305856;-0.5;Damit ist wohl klar  dass Schröder bei @ArminLaschet abgekupfert hat und nicht andersrum! 
878541382159302656;1;Sehr schön: #Weidemilch Label immer erfolgreicher:  #Niedersachsen #grüne #Grünland #Gehtdoch
850443214897238016;0;Jubiläum Göttingen in Süßen. Mit dem bayrischen Landesvorsitzenden Duin  Kreisvorsitzenden Koc 
901574425438543872;0;Heute Abend noch nichts vor? Schau Dir den längsten Wahlspot der Welt an.  #btw17 #DenkenWirNeu
864001813032439808;-1;Es fehlen 8500 Stimmen. Wir lernen: wer nicht DIE LINKE wählt  bekommt Schwarz-Gelb. #ltwnrw
912202180547006464;1;Ganz herzlichen Glückwunsch an @LieblingXhain - aufrechte linke Stimmen wie deine &amp  die von @lisapaus wird die neue grüne Fraktion brauchen.
912027545641607168;0;Wahl-Krimi in Freiburg: Holt Andreae das Direktmandat? @KerstinAndreae 
886575596444291072;-1;Das ist mit das heftigste Video von #Polizeigewalt bei #G20 
889866737101025280;-1;Keine Kleinigkeit. Jenseits des guten Geschmacks und außerhalb meines Verständnis für den politischen Wettbewerb. 
852038483967262720;0.5;Auf geht's! #socialmedia #science (@ Institut für Marketing in Hamburg) 
882262625991700480;0;Wirtschaft : Molkerei in Bad Bibra bleibt im Gespräch 
841925618522562560;-0.5;.@ElkeBreitenbach: Senat arbeitet an neuem Konzept der Wohnungslosenhilfe. #Berlin #R2G #LINKE 
883441705881620480;-1;Kritik an #G20 ist berechtigt aber Gewalt nicht!
919659648667570176;0.5;Der Wahlabend sendet Botschaften weit über #Niedersachsen hinaus. Kommentar: #LtwNds17 
892462150836465664;-1;Ähm  Sie meinen Teile der #BuReg. @Die_Gruenen wären mit mickrigen Software-Updates nicht zufrieden. #dieselgate 
914216243128881152;0;Adde mich bei #Snapchat! Nutzername: stein_sebastian 
847050298141167616;-1;#AfD sackt in aktueller Umfrage zur #Bundestagswahl auf 7 Prozent ab 
855653833036492800;0;Um 10 Uhr beginnt der Landesparteitag der @hessenSPD in Kassel. U.a. geht es um die Listenaufstellung zur Bundestagswahl. #LPG2017 #SPD
891624561808211968;-0.5;#tegelschliessen weil steigender Fluglärm für Anwohner nicht mehr auszuhalten ist &amp  es gutes Konzept #ZukunfTXL gibt 
874656508373590016;-0.5;@NiemaMovassat auf dem #ZukunftEZ Blog über den seiner Meinung nach gefährlichen Paradigmenwechsel der dt. EZ: 
904955724672978944;-1;#Nürnberg verbietet Gauland  auf #AfD-Veranstaltung zu reden. Das ist ein Angriff auf die Demokratie!#Zensur
857202203324448768;-0.5;Innensenator: 1. Mai wird nicht völlig friedlich  #Berlin
857166164509720576;0;Vertrag mit China: Offiziell: Berliner Zoo bekommt sein Pandapärchen  
840129039876554752;0.5;Wir präsentieren gleich unseren #Wahlprogrammentwurf. Der Spitzenkandidat ist schon bereit. #btw17 @cem_oezdemir 
903224814500012032;-1;AfD-Skandal der ganz besonders widerlichen Art: 
912944627094867968;0;Was ich auf Facebook sagte. 
819212682846998528;-0.5;@MGrosseBroemer Ja  ja  die bösen ideologischen wissenschaftlichen Studien.
867367886012248064;0;Die Auswirkungen von Mietpreisbremse und Bestellerprinzip... 
877885468431441920;-0.5;Mitunter kommt das Geld auf verschlungenen Pfaden den radikalen Islamisten zugute.
902897846978048000;-0.5;Struggle  wenn man perfekte Geburtstagsgeschenke für d kleine Schwester gefunden hat  aber nicht drüber twittern kann  weil sie einem folgt.
881124308910841856;-1;.@HakanTasBerlin : Wenn die Polizei mit Aggressivität friedlichen Demonstrant_innen gegenüber tritt  können wir das nicht dulden #linkelpt
833638944185122816;-0.5;Euro-Erfolgsstory - Teil 2:Die griechische Staatsverschuldung beträgt 176 9 Prozent der Wirtschaftsleistung. #rausausdemeuro #afd
889581692222099456;0;Mit dem Veto zur geplanten Justizreform tritt Polens Präsident #Duda aus Kaczynskis Schatten. 
869861880323612672;-0.5;Wird Zeit für die Bürgerschaft. Strassenreinigungsabzocke und NetzDG stehen bei mir an. Sollte ich Röcheln liegts am Husten  nicht am Thema
910812927866933248;-0.5;Abschiebestreit um Armenierin - CDU-Fraktionsvize  @ChBaldauf: Ministerin Spiegel zieht Fall nach Gutsherrenart an sich
856914723585044480;-1;Prof. Edenhofer vom @MCC_Berlin: in den USA wird es wegen niedrigen Gaspreisen nicht zu Rückkehr der #Kohle kommen - trotz Trump #G20 //TT
839935810342375424;-0.5;Lieber den Entwurf des #AfD #Wahlprogramm s zur #Bundestagswahl #Btw17 selber lesen  als sich #verschulzen lassen 
872388493397417984;-0.5;Tolle Idee reicht nicht. Beim #Gründen fehlt oft Knowhow. Dafür gibt’s #CoachingBONUS - der wird 20! Anmelden hier 
859330853696151552;-0.5;In Deutschland werden auch Deutsche Soldaten als Flüchtlinge anerkannt.#AfD wählen Rechtstaat wiederherstellen. 
844069771226365952;-0.5;Augen auf bei der Kanzlerwahl! #btw17  via @faznet
893059936955092992;0;Kleine Blogserie zur Ethik der #Digitalisierung: #maschinenundmoral1 Haben Roboter ein Geschlecht? <ed><U+00A0><U+00BD><ed><U+00BA><U+00BA><ed><U+00A0><U+00BD><ed><U+00BA><U+00B9><ed><U+00A0><U+00BD><ed><U+00BA><U+00BB>
911155725346500608;0;tag 3 in #rostock. alles muss raus. 
828231074509627392;-1;@Barbara_Schnell mit wem hatten Sie es zu tun  als Sie nicht so unqualifiziert schrieben? #lasttweet
845918450589478912;-0.5;Die Umstellung ist nicht mehr zeitgemäß. Finde ich. 
834740782833795072;0;Bürgeramt Konzept der #AfD #MaHe . #afdberlin #Marzahn #Berlin #Hellersdorf #BTW17 #Kaulsdorf #Biesdorf #mahlsdorf 
