;ID;positveSentimentScore;negativeSentimentScore;sentimentScore;text
70;8.42E+22;1;-5;;. @SilkeGebel @MarioCzaja @SebCzaja Absolut. Diese selbst füllenden Funktionen des Telefons, furchtbar! Ich entschuldige mich bei MC.
71;8.44E+22;1;-5;;Scheint leider ziemlich real! 
72;8.44E+22;1;-5;;Die 32% für die @spdde freuen mich -  aber die 11,5% für die AfD schmerzen mich sehr! 
73;8.44E+22;1;-5;;Hass ist keine Meinung! @AnkeRehlinger @HeikoMaas @CulchaBerlin @ElaizaBand #anke17 #ltw17 #MSfV 
74;8.45E+22;1;-5;-1;Joachim Gauck: Fürchten Sie sich nicht vor den bösen Trollen, die im Internet Hass und Furcht verbreiten!<f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>
75;8.45E+22;1;-5;;Joachim Gauck: Fürchten Sie sich nicht vor den bösen Trollen, die im Internet Hass und Furcht verbreiten!<f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>
76;8.45E+22;1;-5;;Erschreckende Zahlen! 
77;8.45E+21;1;-5;;Kerker (AfD): Rot-rot-grün hat sich doch auf die Fahnen geschrieben, alle Menschen zu retten - dann machen sie das doch auch! #AGH
78;8.45E+22;1;-5;;@krk979 @WittgensteinAfD Aufforderung zur Gesinnungsschnüffellei und zur Denunziation. Ekelhaft!
79;8.46E+22;1;-5;;Moin. Ich hasse diese Zeitumstellungen!
80;8.46E+21;1;-5;;War heute leider nur in Gedanken dabei, trage #pulseofeurope aber weiter! 
81;8.46E+22;1;-5;;Berlin, Welthauptstadt der #Digitalisierung? Leider nein! @BuBernd kritisiert, dass ein umfassendes Konzept fehlt. 
82;8.47E+22;1;-5;-1;Der wachsende Linksterrorismus in Deutschland wird leider immer noch unterschätzt und verharmlost! 
83;8.47E+22;1;-5;;Wir wollen Untersuchungsausschuss zum Fall #Amri. Koalition argumentiert leider dagegen. (CDU verweigert sich noch immer.) Traurig! TC
84;8.47E+22;1;-5;;Die Karikatur scheint leider so real!?!<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> 
85;8.48E+22;1;-5;;Hallitzky: CSU-Politik: Angst essen Seele auf! #kpt17
86;8.48E+22;1;-5;;Ich finde es wirklich sehr schade, dass die Parteien sich nichtmal bei diesem Thema einigen können!
87;8.49E+22;1;-5;;Ich bin auch besorgt!Niemals wieder, nur als Lippenbekenntnis? 
88;8.49E+22;1;-5;-1;Grausam! #Syrien 
89;8.51E+22;1;-5;-1;Horror - wir können Menschen so etwas machen!?! 
90;8.51E+22;1;-5;;Wundert mich leider gar nicht! 
91;8.52E+22;1;-5;;Die 10% für die AfD schmerzen! 
92;8.53E+22;1;-5;;#Grüne und #inneresicherheit halt. Erschreckend! 
93;8.54E+22;1;-5;;Wirklich deprimierende Ergebnisse der <ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>-Pässler in  <ed><U+00A0><U+00BC><ed><U+00B7><U+00A9><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA>: Darauf lässt sich nur ganz schwer aufbauen...
94;8.54E+21;1;-5;;Ein trauriger Tag für die #Freiheit! #Europa darf demokratischen Kräfte nicht im Stich lassen. #türkei #referendum 
95;8.54E+22;1;-5;;57,8% Zustimmung in Frankfurt - erschreckend! 
96;8.55E+22;1;-5;;Die 10% für die AfD schmerzen sehr!  #UlliNissen 
97;8.55E+22;1;-5;-1;Bundestagskandidat der  neuen Rechten Partei AFD versucht einen grausamen Mörder rein zuwaschen! Wie widerlich!!! 
98;8.55E+22;1;-5;;Leider häufen sich diese Meldungen beinahe täglich!Das Sicherheitsgefühl, der Schwerinerinnen und Schweriner... 
99;8.55E+22;1;-5;-1;Ekelhafte Bande!#NieWiederRechts: AfD-Politiker Jens Maier äußert Verständnis für Rechtsterrorist Anders Breivik 
100;8.56E+22;1;-5;-1;Wir sind sehr traurig. @fdp 
101;8.56E+22;1;-5;;Wir sind sehr traurig. @fdp 
102;8.56E+22;1;-5;;Und weil das leider die Realität jeden Tag ist, machen wir das heute! #FahrenStattWarten 
103;8.57E+22;1;-5;;Und weil das leider die Realität jeden Tag ist, machen wir das heute! #FahrenStattWarten 
104;8.57E+22;1;-5;;Eine wirklich schlimme Nachricht! Als Außenstehender kann man kaum ermessen, wie viel Unheil dieser Mensch... 
105;8.57E+21;1;-5;-1;Erschreckend! 
106;8.57E+22;1;-5;-1;Hinrichtungen in Arkansas - #Todesstrafe ist grausam und unmenschlich!  
107;8.57E+22;1;-5;;Bitter! #BMGSGE #fohlenelf schön gespielt, leider raus! #fohlenimbundestag mit @HajdukBundestag #GülistanYüksel
108;8.57E+22;1;-5;;Ich bin über Trump 100% traurig+wütend! 
109;8.57E+22;1;-5;-1;Das soll fairer Wahlkampf sein? Ekelhaft! Vorwurf „Verdi-Schlampe“ – CDU stellt SPD Ultimatum für Entschuldigung 
110;8.57E+22;1;-5;;#CumEx: „UA hat seinen Job erfüllt. Die Skrupellosigkeit der Banken hat mich sehr erschreckt, sagt @Schwarz_MdB 
111;8.58E+22;1;-5;;Reden und Handeln klaffen leider beim #Klimaschutz meilenweit auseinander! 
112;8.58E+22;1;-5;;25.000 Smartphones im Stadion und ich krieg keine Verbindung? Fies! 
113;8.58E+22;1;-5;;Es ist leider Krieg – und ich begehre Nicht schuld daran zu sein! Alexander Netschajew sagte es mit Claudius: 
114;8.59E+22;1;-5;-1;Neuer Ferien-Trend bei Moslems: Minderjährige für einen (1) Sommer heiraten und vergewaltigen ist total angesagt!
115;8.59E+22;1;-5;;Kundgebungsredner sprechen zur Politik-leider ausser mir keine anderen Abgeordneten da! #Stuttgart #1.Mai @spd0711 
116;8.60E+22;1;-5;-1;Frau Dr. Merkel hat mir ihre vollste Unterstützung zugesagt. ICH HABE ANGST!
117;8.60E+22;1;-5;;Leider bin ich immer noch in Berlin und kann nicht wie geplant 21 Uhr bei #pierf  sein - SCHADE! 
118;8.60E+22;1;-5;;Leider traue ich Umfragen nicht mehr! 
119;8.61E+22;1;-5;-1;Die Katze ist aus dem Sack: die @SPDSH legt sich für den Machterhalt auch mit der Linken ins Bett. Furchtbar!  #ltwsh
120;8.61E+22;1;-5;;Seit Jahren werden Bewohner und Gewerbetreibende am #EppendorferBaum und am #Klosterstern malträtiert. Schrecklich! 
121;8.61E+22;1;-5;;Die Katze ist aus dem Sack: die @SPDSH legt sich für den Machterhalt auch mit der Linken ins Bett. Furchtbar!  #ltwsh
122;8.61E+21;1;-5;;Da ist aber jemand verzweifelt! 
123;8.61E+22;1;-5;;Die Katze ist aus dem Sack: die @SPDSH legt sich für den Machterhalt auch mit der Linken ins Bett. Furchtbar!  #ltwsh
124;8.62E+21;1;-5;;Traurige Leute, die solche Schlagzeilen produzieren! @BILD @BILD_Politik @spdbt @BayernSPD 
125;8.62E+22;1;-5;;INKLUSION soll in Koalition GROß geschrieben werden! so @ElkeBreitenbach auf Empfang @ParitaetBerlin @teilhabebewegt 
126;8.63E+22;1;-5;-1;sehr sehr schade! 
127;8.64E+22;1;-5;-1;Das ist eine wirklich traurige Nachricht. <f0><U+009F><U+0098><U+00A3> #Israel #ESC2017
128;8.64E+22;1;-5;-1;Ekelhafte Hetze von #Plickert @gdp_nrw ! #GdP macht Anti #AfD Propaganda. Der Typ soll ja #SPD Mitglied sein. 
129;8.64E+22;1;-5;;Ja, ich bin heute sehr traurig für meine sozialdemokratischen  Freunde in NRW. Glückwunsch an die Wahlsieger.
130;8.64E+22;1;-5;-1;Gratulation an die CDU und FDP. Bin natürlich sehr traurig und enttäuscht.
131;8.64E+20;1;-5;;Schreck! Verbindungen in die linke Szene von #Connewitz. #Polizei #Leipzig  hat RB-Fanszene im Blick 
132;8.64E+22;1;-5;;Schreck! Verbindungen in die linke Szene von #Connewitz. #Polizei #Leipzig  hat RB-Fanszene im Blick 
133;8.64E+22;1;-5;;#Nazi-V-Mann aus Ostsachsen besorgte 2000 einen Koller voller Waffen! Das kam gestern im #NSUUA #Sachsen raus. Mehr: 
134;8.65E+22;1;-5;;#Nazi-V-Mann aus Ostsachsen besorgte 2000 einen Koller voller Waffen! Das kam gestern im #NSUUA #Sachsen raus. Mehr: 
135;8.65E+22;1;-5;;Leider kann ich wegen der Sitzungswoche in Berlin nicht dabei sein!  #UlliNissen 
136;8.65E+22;1;-5;;Zum Beispiel #Versichertengemeinschaft der DAK - #Tarnmanöver einer egoistischen Vereinigung! 
137;8.66E+22;1;-5;;Kann ich leider aus meinem Wahlkreis bestätigen - Verhalten von #DocMorris #Versandapotheke äußerst schwierig! 
138;8.66E+22;1;-5;;Kann ich leider aus meinem Wahlkreis bestätigen - Verhalten von #DocMorris #Versandapotheke äußerst schwierig! 
139;8.67E+21;1;-5;-1;Tote, Verletzte, so viel Leid in Manchester, wie schrecklich! Ein Anschlag bei einem Konzert,heimtückisch - es fehlen die angemessenen Worte
140;8.67E+22;1;-5;;Das fürchterlich homogene Japan muss fast vollkommen auf Kriminalität verzichten - so traurig!
141;8.67E+22;1;-5;;Alles sehr traurig. Ich schaue jetzt Octopussy. Und danach die Wildgänse. RIP, Roger Moore.
142;8.67E+22;1;-5;-1;Ich bin entsetzt und sehr traurig. Die Opfer sind Kinder. Meine Gedanken sind bei den Angehörigen und den Verletzten #manchester
143;8.68E+21;1;-5;;Leider kann ich nicht dabei sein! 
144;8.68E+22;1;-5;;Schamlos beschaemen- Shamestorms, Onlinepranger, Diskussion auf dem DEKT in Berlin u.a. mit Ines Pohl, Dieter Thoma
145;8.69E+22;1;-5;;Sehr schade @Eintracht #SGE toll gekämpft! Glückwunsch @BVB #Pokalsieger2017 #SGEBVB Gruß nach Berlin @danielmack @marcusbocklet @nouripour
146;8.69E+22;1;-5;;Bernie Sanders unter US-Präsident Trump: Aufrecht, ernsthaft und sehr zornig 
147;8.69E+22;1;-5;;Sehr traurig. Alles Gute, Erwin Sellering. 
148;8.70E+22;1;-5;-1;Abschiebungen nach #Afghanistan wegen furchtbaren Anschlags nur HEUTE gestoppt! Ist es für #deMaizière MORGEN wieder sicheres Herkunftsland?
149;8.70E+21;1;-5;;Aus für Hygieneampel? Schwarzgelb kommt, #Verbraucherschutz muss weichen. So läuft es leider immer! #NRW 
150;8.70E+22;1;-5;;So, Büro ist leergeräumt. Ab morgen dann kein Abgeordneter mehr. Schön war es. Leider nicht so ergiebig wie gehofft, dennoch viel erreicht!
151;8.70E+22;1;-5;;Traurig ist es eine GG gesicherte Planungssicherheit der neuen Bundesländer als rausreden zu bezeichnen! 
152;8.70E+22;1;-5;-1;Ätzend - leider habe von dieser Person #Trump nichts anderes erwartet!<ed><U+00A0><U+00BD><ed><U+00B8><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+0095> 
153;8.71E+22;1;-5;;Erst Hermann #Göring... dann Norbert #Lammert: Traurige Beispiele für den Umgang mit #Alterspräsidenten! #Bundestag #btw #btw2017 #afd
154;8.71E+21;1;-5;;Das war unsere Grafik zum #Kindertag 2016. Das Thema ist leider immer noch aktuell! 
155;8.71E+22;1;-5;;Totaler Verlierer, so traurig! - Greenpeace-Projektion an der Fassade der US-Botschaft heute Morgen in Berlin (dmo) 
156;8.71E+22;1;-5;-1;Totaler Verlierer, so traurig! - Greenpeace-Projektion an der Fassade der US-Botschaft heute Morgen in Berlin (dmo) 
157;8.71E+22;1;-5;-1;Furchtbar! 
158;8.71E+22;1;-5;-1;Schrecklich, ein Bekannter schreibt mir gerade, dass in London auch Schüsse fallen. Es ist einfach schrecklich! @BZ_NachtFloh @GdP_Berlin
159;8.71E+22;1;-5;-1;Schön blöd. Nein, nicht nur blöd - ekelhaft! 
160;8.72E+22;1;-5;;Besorgt sein reicht nicht @DFB Chef muss handeln! Katar-Isolation: DFB-Präsident Grindel besorgt via @zeitonline 
161;8.72E+22;1;-5;;Verantwortl. für rechtswidrige #BrennelementeSteuer waren Merkel &amp
162;8.74E+22;1;-5;;Das ist voll gruselig!!  
163;8.74E+22;1;-5;;Bei der #AfD gibts WUT!, bei @CDU wird gelacht &amp
164;8.75E+22;1;-5;;Es ist leider #BIld die die Doku #Antisemitismus in Europa zeigt , sie ist für Stunden online - trotzdem  ansehen! 
165;8.75E+22;1;-5;-1;Tödlicher Unfall: Mein aufrichtiges Beileid den Angehörigen. Leider fällt Arbeitsschutz meist dem Profit zum Opfer! 
166;8.75E+22;1;-5;-1;Traurige Bilanz! - 15 330 Flüchtlinge aus Syrien leben in Berlin von Hartz IV 
167;8.76E+22;1;-5;;Noch heute macht mich der Tod von #JoCox traurig! 
168;8.76E+22;1;-5;-1;Sehr traurig. Einer dieser Tage mit einem Moment, den man nie mehr vergisst.
169;8.76E+22;1;-5;-1;Ich bin heute sehr traurig! #helmutkohl
170;8.76E+22;1;-5;;Ein sehr trauriger Tag für Deutschland, Europa und die Welt. #HelmutKohl 
171;8.76E+22;1;-5;;Fazit Berlin: die Identitären sind eine unberechenbare extrem aggressive &amp
172;8.76E+22;1;-5;-1;Sie haben den IS-Terror überlebt und sind nun schwer traumatisiert: Jesidische Kinder brauchen dringend Hilfe! 
173;8.76E+22;1;-5;;Fazit Berlin: die Identitären sind eine unberechenbare extrem aggressive &amp
174;8.77E+22;1;-5;-1;Schrecklich! Meine Anteilnahme geht nach Portugal. Dreitägige Staatstrauer - Viele Tote bei Waldbrand in Portugal 
175;8.77E+22;1;-5;;Tun wir etwas , wo der Krieg den Kindern die Zukunft raubt!! #Kindheitbrauchtfrieden 
176;8.77E+22;1;-5;;Angst nein, Sorge ja! - Geldjäger Walter-Borjans hat Angst um politisches Erbe 
177;8.78E+22;1;-5;;Fußball &amp
178;8.78E+22;1;-5;;#R2G bedient sich selbst.Der Berliner Senat leitet, leitet, leitet. Der Steuerzahler leidet, leidet, leidet. 
179;8.78E+22;1;-5;-1;Es ist ekelhaft: Antisemitismus-Skandal!: Israel-Gegner beleidigen Holocaust-Überlebende (via @berliner_kurier.de) 
180;8.78E+22;1;-5;;Retweeted Henry Bernhard (@henry_bernhard):Es ist ekelhaft: Antisemitismus-Skandal!: Israel-Gegner beleidigen... 
181;8.78E+22;1;-5;;Es ist ekelhaft: Antisemitismus-Skandal!: Israel-Gegner beleidigen Holocaust-Überlebende (via @berliner_kurier.de) 
182;8.79E+22;1;-5;-1;Armselig, armseliger, #martinschulz Ein Anschlag auf Demokratie ist es, sich vor Amt in #regierung zu drücken und dann zu mosern! #spdbpt
183;8.79E+20;1;-5;;Ringelpiez mit Anfassen oder ein verzweifeltes aneinander Festklammern...?!? #schulzmitlustig 
184;8.79E+22;1;-5;-1;Franz Schwarz ist gestorben.Ich bin sehr traurig.Pass' auf Dich auf. 
185;8.79E+22;1;-5;;Genau, schließlich hat die CDU ja kein Konzept dazu. Wäre daher voll fies darüber vor einer Wahl zu reden. 
186;8.79E+22;1;-5;;hab (leider, durch eine Ausladung) morgen und übermorgen unverhoffte Zeit, die ich (Hurra!) einfach so verbringen... 
187;8.80E+22;1;-5;;Genau, schließlich hat die CDU ja kein Konzept dazu. Wäre daher voll fies darüber vor einer Wahl zu reden. 
188;8.80E+22;1;-5;;. och wie traurig! Alexandra #Kassen gestorben. Viele Künstler verdanken ihr ihre Karriere. RIP Du getreue Sozialdemokratin <U+2764> #Senftöpfchen
189;8.80E+22;1;-5;;leider haben cdu und csu dagegen gestimmt! 
190;8.80E+22;1;-5;;@tobiaslindner Hättet ihr sie mit uns runternehmen müssen. So entsteht ein sehr falscher Eindruck über eure Position!
191;8.80E+22;1;-5;-1;Extrem traurig.. 
192;8.80E+22;1;-5;-1;Horst-Dieter Brähmig ist tot. @dieLinke hat dem ersten OB der PDS viel zu danken. Ich bin sehr traurig + gedenke seiner voller Hochachtung.
193;8.80E+22;1;-5;;4 Jahre GroKo, leider 4 verlorene Jahre für die#Abrüstung - Höchste Zeit für mehr Mut! #zukunftwirdausmutgemacht 
194;8.80E+22;1;-5;;#ACHTUNG #ABSAGE Wir müssen das #jufo17 für morgen leider und schweren Herzens ABSAGEN! Aufgrund des Unwetters... 
195;8.81E+22;1;-5;;Das Wetter wird diesem heutigen Feiertag leider gar nicht gerecht! #Ehefueralle #Bundestag
196;8.81E+22;1;-5;;Offener Brief an den Bundestagspräsidenten: „Ihr Verhalten ekelt mich an, Herr Lammert!“ <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> 
197;8.82E+22;1;-5;;Offener Brief: „Ihr Verhalten ekelt mich an, Herr Lammert!“ 
198;8.82E+22;1;-5;;Idee von @HeikoMaas alles andere als neu. Der Minister hat leider keinerlei Plan, was die genaue Ausgestaltung angeht! #Digitalagentur
199;8.82E+21;1;-5;-1;#busunglueck : Ich gedenke traurig der Toten, bete für die Verletzten, fühle mit den Angehörigen und fordere Technik gegen Auffahrunfälle!
200;8.83E+22;1;-5;-1;Mord und Totschlag in Sachsen inzwischen auf der Tagesordnung! #AfD #Hütter  
1;8.83E+22;1;-5;-1;Mord und Totschlag in Sachsen inzwischen auf der Tagesordnung! #AfD #Hütter  
2;8.83E+22;1;-5;;Spannend. Besonders traurig ist die Forderung nach dem Rückkehrrecht aus der Teilzeit, das hätte die #CDU / #CSU... 
3;8.83E+22;1;-5;-1;Ganz Hamburg hasst den schwarzen Block - Haut ab- haut ab - haut ab !!!! #G20HH2017 #G20 #G20HH17 #G20Ham17 #G20Ham17 #g20 #G20Gipfel
4;8.83E+21;1;-5;;Ganz Hamburg hasst den schwarzen Block - Haut ab- haut ab - haut ab !!!! #G20HH2017 #G20 #G20HH17 #G20Ham17 #G20Ham17 #g20 #G20Gipfel
5;8.83E+22;1;-5;-1;Videos zeigen sinnlose und erschreckende Gewalt des schwarzen Blocks: DIE SCHANDE VON #HAMBURG! #G20HAM17 #G20ham  
6;8.83E+22;1;-5;-1;Um den üblen Diffamierungen nur einmal entgegenzutreten: Mein Sohn ist weder in Hamburg noch hat er was mit Gewalt zu tun. Das ist ekelhaft!
7;8.84E+22;1;-5;;Ich bin leider nicht in Hamburg! Ich höre und lese aber Meldungen über eine (kleinere) Horde, die Schaufenster... 
8;8.84E+22;1;-5;;Erschreckend, ja krass! Das muss uns aufrütteln: wohin geht die Reise unserer Gesellschaft, unserer Demokratie? 
9;8.84E+22;1;-5;;Leider Realität und von rot-grün gewollt! Hamburg: Konsequenz einer Kuschelpolitik mit Linksextremen  via @welt
10;8.84E+21;1;-5;;@StriegSe Leider verstehen Sie meine Frage nicht! Darum nochmal: Distanzieren Sie sich von der Antifa und dem schwarzen Block? Ja oder nein?
