"ID","sentimentScore","text","positveSentimentScore","negativeSentimentScore","party","twitter.handle","weeksTillElection"
831416595163574272,"-1","der taeglich grosseinsatz chemnitz heut terroralarm afd huett",1,-1,"AfD","CarstenPaulHtte",31
859084135293472768,"-1","festnahm bei der demonstration zum 1mai istanbul demonstrant bei unfall mit wasserwerf getoetet",1,-1,"GRUENE","A_Schillhaneck",20
889488054486011904,"-1","meinungsmach auf billig art schulz nennt falsch zahl stimmungsmach á afd hat die das noetig",1,-3,"CDU","Digital_RobertS",8
850251841111703552,"-1","giftgas angriff ist verbrech egal durch wen aber us angriff auf syri ist irrsinn jubelt direkt konfrontation usa russland",3,-3,"DIE LINKE","ernst_klaus",24
864906782493298688,"-1","neu erkenntnis fall amri bestaet sicherheitsbehoerd hab versagt und dann versucht vertusch",1,-1,"GRUENE","MdB_Stroebele",18
910534851719200768,"-1","vollpfost ging das nicht auf die stirn jetzt seh ich nicht mehr",2,-1,"CDU","olavgutting",0
894145080193417216,"-1","atombomb littl boy zerstoert heut vor jahr hiroshima tag spaet fat man nagasaki archiv",1,-1,"DIE LINKE","heschaus",6
876065107176022016,"-1","das ganz syst ist krank",1,-1,"AfD","mrosek1958",14
883397196271321088,"-1","uns autor hat ein botschaft linksautonom krawallmach hamburg verpisst euch",2,-1,"CDU","PrienKarin",11
918912006618599424,"-1","gewaltexzess von vier stund dau der jva leipzig afd huett",2,-1,"AfD","CarstenPaulHtte",-2
905520383050350592,"-1","armut per gesetz von anfang wuerdelos",2,-1,"DIE LINKE","iia_i",2
898516761661886464,"-1","der islamist terror ist schon lang kein probl mehr ein einzeln land deshalb muess wir europa gemeinsam geg kaempf",1,-1,"CDU","Ismailtipi",5
825016204100120576,"0","dafu gibt doch das instrument der nament abstimm oder",2,-1,"DIE LINKE","voglerk",34
885872789579857920,"0","uff geschafft einmal das berlin energi und klimaschutzprogramm komplett durchgeles bek",1,-1,"DIE LINKE","MichaelEfler",10
877483306190766080,"0","wir such sachbearbeiterinn sachbearbeit fuer die abteil buergerservic verkehr",1,-1,"CDU","MGrosseBroemer",13
906391088008765440,"0","auf zum infostand floraland zwoenitz erzgebirg nachmittag dann wied tzt haustuerwahlkampf mittelsachs btw17 fedidwgugl cdu",1,-1,"CDU","wanderwitz",2
904972384859455488,"0","wer haett denn das gedacht",1,-1,"AfD","stbrandner",2
846269357764300800,"0","ich vergass",1,-1,"CDU","MGrosseBroemer",25
839585250653130752,"0","ros verteil zum international frauentag mit",1,-1,"SPD","EvaHoegl",28
844277551329689600,"0","off buero zum thema kultur kiel landeshaus",1,-1,"SPD","Ralf_Stegner",26
876757023400091648,"0","wir mach gerecht ein halbzeit bilanz von rot rot gruen thuering link",2,-1,"DIE LINKE","linkeanja",13
827472752101711872,"0","fit fuer den weltweit medienwettbewerb deutschewell",1,-1,"CDU","wanderwitz",33
860534271819341824,"0","zum tag tierschutz",1,-1,"GRUENE","StefanGelbhaar",20
918218056547086336,"0","lte bei der bvg schnell soll berlin bald untergrund surf",1,-1,"DIE LINKE","k_ronneburg",-2
910846251763142656,"0","geg hass der polit hilft nur waehl geh darumgru btw17 trumpun",3,-1,"GRUENE","KaiGehring",0
850625218464718848,"0","landesparteitag kann beginn schupp ein",1,-1,"FDP","HaukeHilz",24
895371012963020800,"0","noch bis mitmach beim joseph von eichendorff liederwettbewerb",1,-1,"CSU","koschyk",6
843480336180887552,"0","sitzt gerad ice",1,-1,"GRUENE","K_SA",26
880003891848331264,"0","gruenflaech der stadtpark ist der groesst sportplatz hamburg",1,-1,"FDP","krusehamburg",12
883561863589634048,"0","gospel touch choir let bemein musiktipp fuer euch drauss digital orbit",1,-1,"SPD","Ralf_Stegner",11
893852172651302912,"0","gregor mayntz hier find sie den vollstaend artikel gut kommentar heut der rot gruen end",1,-1,"CDU","drmfuchs",7
841263686530564096,"0","schottisch regierungschefin strebt unabhaengigkeitsreferendum",1,-1,"DIE LINKE","schatzbln",27
867689446489108480,"0","merkel wohlfeil abruest muss auf der tagesordn steh kein frag war ihr ini fuer abruest ihr nato beschliesst heut aufruest",1,-1,"GRUENE","MdB_Stroebele",17
885373688392142848,"0","wenn das bka seit jahr deutsch journalist beobachtet fragt man sich auch kommunikation ueberwacht wird g20",1,-1,"GRUENE","KonstantinNotz",10
882182112174100480,"0","zagreb traf auch ministerpraesident der republ kroati",1,-1,"CDU","groehe",11
896640592138186752,"0","heut uhr bei ein tisch mit deutschland fragt nach btw17",1,-1,"SPD","TomSchreiberMdA",5
903293786113142784,"0","jetzt ist auf der buehn gleich kommt martin spd hhbue",1,-1,"SPD","sventode",3
829662427931348992,"0","wolf wetzel der nsu vs komplex aus sicht polizei ermittlungsmethod",1,-1,"DIE LINKE","voglerk",32
895274404065705984,"0","uns regierungsprogramm ist gebaerdensprach erschi anseh fedidwgugl",2,-1,"CDU","MGrosseBroemer",6
850040388085743616,"0","dienstgespraech",1,-1,"DIE LINKE","Halina_Waw",24
883776333477707776,"0","ich frag lieb gar nicht was genau geht",2,-1,"DIE LINKE","Tobias_Schulze",11
844997605461516288,"0","brandenburg gat berlin tonight",1,-1,"FDP","krusehamburg",26
896032696023076864,"0","auf dem weg ins wochen kilomet mit dem nik run club gelauf running lokstedt kollau niendorf",1,-1,"CDU","CarstenOvens",6
818220364165775360,"0","geht voran die neu websit ist onlin noch nicht ganz fertig aber fast",1,-1,"AfD","FrankScholtysek",36
833245026167697408,"0","und bis dabei",1,-1,"SPD","kahrs",30
869214752546881536,"0","spd fdp und gruen rlp draeng noch einmal auf kommunal mittelrheinbrueck blockad durch landrat broehr cdu beklagt",1,-1,"SPD","Alex_Schweitzer",16
899002343752175616,"0","heut unterweg nrw strassenwahlkampf remscheid und jahr sommerf der link aach",1,-1,"DIE LINKE","Janine_Wissler",5
909529520218234880,"0","hat sich ein polit schon mal von begleit lass find ich gut btw17 fdp",2,-1,"FDP","c_lindner",0
858696185393143808,"0","fdp praesentiert ihr wahlprogramm fuer die bundestagswahl",1,-1,"FDP","Magnus_Buhlert",20
832852793019002880,"0","auf nach bad sassendorf dort stellt heut die list fuer btw17 auf top personalangebot fuer stark nrw stimm berlin cdu",2,-1,"CDU","MatthiasHauer",31
864435611586920448,"0","mio euro jaehrlich fuer neu foerderprogramm investitionspakt fuer sozial integration quarti steht bereit",1,-1,"GRUENE","filizgreen",18
909880964213506048,"0","unionbusting bei sec aufruf zur solidaritaet vor gericht arbeitsunrecht naujok",2,-1,"DIE LINKE","heschaus",0
864901910385618944,"0","lebend debatt zum lutherjahr landtag mit von ganz red",1,-1,"GRUENE","FranziskaOL",18
887748447008428032,"0","beim sommerf des dgb bad wuerttemberg ist die spd aus bund und land selbstverstaend anwes",1,-1,"SPD","SabineWoelfle",9
845193206794924032,"0","jetzt auf dem weg zur personalversamml bei derstaatsanwaltschaft wichtig them personalverstaerk sicherheitbeigericht",1,-1,"GRUENE","till_steffen",26
831449646203539456,"0","unterschrift geg die kreisreform vibb",1,-1,"CDU","dierkhomeyer1",31
857578547552059392,"0","das ist bezeichn spricht fuer sich",1,-1,"SPD","Ralf_Stegner",21
847366702127960064,"0","bei liverpool fall ein fast nur die beatl ein dies sinn ein getting bett ins brexit land",2,-1,"GRUENE","Thomas_Gehring_",25
861510488500383744,"0","nur echt mit raut",1,-1,"CDU","TimZeelen",19
909846557591244800,"0","ich hab mich entschied btwahl2017",1,-1,"GRUENE","KonstantinNotz",0
824695204338864128,"0","anna christmann uns bundestagskandidatin wahlkreis",1,-1,"GRUENE","Muhterem_Aras",34
880018400763883520,"0","geniess gerad all die antwort",3,-1,"FDP","StephanHolowaty",12
832586064288178176,"0","dies wochen muenchn sicherheitskonferenz jetzt findet die eroeffn statt msc2017",1,-1,"DIE LINKE","MichaelLeutert",31
858608854887804928,"0","mit ansag",1,-1,"DIE LINKE","klauslederer",20
912336618224275456,"0","die spd geht die opposition thema heut beim rtl lokal mannheim",1,-1,"SPD","Lothar_Binding",0
887384118824243200,"0","zur zeit tank ich kraft bei bleib aber fuer sie erreichbar natu hier",1,-1,"DIE LINKE","PetraPauMaHe",9
828374578326036480,"0","fornet17 mit louisa specht walt bloch und schirmherrin",1,-1,"CSU","DoroBaer",32
857138679718039552,"0","heut ist der tag geg laerm ich ford ein nachtflugverbot von bis uhr",1,-1,"SPD","UlliNissen",21
909643290705788928,"0","wundertass ideal fuer mich und",2,-1,"SPD","tsghessen",0
857891431041691648,"0","gross interess landwirtschaft produkt landwirtschaft",1,-1,"CDU","UweSchummer",21
904354168609144832,"0","mein portraet ueb angela merkel weit die kanzlerin will noch einmal wiss",1,-1,"CDU","wanderwitz",2
907240953995579392,"0","arbeitskreis kagenmarkt vorbereit der praeventionsveranstalt uhr der tarnow schul",1,-1,"SPD","TGundlack",1
863977942388441088,"0","nrw signal eindeut schwarz gelb link lag rrg",1,-2,"CDU","PLengsfeld",18
842291116129042432,"0","ist normal verfahr weisst auch etat wird nach wahl geaendert bund und laend muess sich zud noch einig",1,-1,"CDU","SvenVolmering",27
841964084425850880,"0","schliess auch kein prax gegend ohn privatpatient",1,-1,"DIE LINKE","Tobias_Schulze",27
873967198557147136,"0","ich hab ein wenig das gefuehl einig journalist war wochen auf ein and parteitag als ich linkebpt",1,-1,"DIE LINKE","NiemaMovassat",14
909471145858125824,"0","zweitstimm gruen ich sag euch warum",1,-1,"GRUENE","wolfgangaldag",0
819931881185615872,"0","klein paus fuer ein winterspaziergang",1,-1,"CDU","XaverJung",36
898128314736533504,"0","kontrolliert freigab link polit fuer erlaubnis von pyrotechn stadi mdr",1,-1,"DIE LINKE","BineB",5
881077669177282560,"0","noch ein text zum kaff dann dies hier von alexand osang",1,-1,"DIE LINKE","Tobias_Schulze",12
878982316659441664,"0","inzwisch zieh auch spd und gruen haltelini fuer regierungsbeteil war mal wied trendsetterin spdbpt",1,-1,"DIE LINKE","katjakipping",12
915568206777081856,"0","tillich war also thronfolg von koenig kurt nie vorgeseh sollt sein thronfolgerlist veroeffent",1,-1,"GRUENE","VaLippmann",-1
830766105002180608,"0","wart mit auf das ergebnis der bundespraesidentenwahl meinpraesident steinmei",1,-1,"SPD","RuthMuellerSPD",31
835957183657492480,"0","btw afdnrw list platz udo hemmelgarn und platz uwe kamann afd lwv ess lpt plaetz war ein erfolgreich wochen",3,-1,"AfD","Loose_AfD",29
861256027550961664,"0","rot gruen wird reihenweis abgewaehlt ltwsh17",1,-1,"CDU","jensspahn",19
920172639511044096,"0","sagt jemand der seit jahr die privilegi von milliarda verteidigt erbschaftsteu csu",1,-1,"GRUENE","SchickGerhard",-3
919656197258653696,"0","sie bewegt sich aber gerad nicht auf uns sond auf die csu",1,-1,"GRUENE","RasmusAndresen",-3
864112681908916224,"0","kein verleg der bundeswehr von erdogan tuerkei die naech despoti jordani abzug jetzt incirl",2,-1,"DIE LINKE","SevimDagdelen",18
904620560843497472,"0","gruen ford ein milliard euro fuer dieselgeplagt staedt darumgru",1,-1,"GRUENE","TabeaRoessner",2
847046193603588096,"0","kolumn zeigt wie journalist den usa bei pressekonferenz mit arbeit pressefrei",1,-1,"CDU","trenker75",25
909656761220681728,"0","ach nee das interview war letzt jahr konnt man schon taktisch zigmal die meinung aend",1,-1,"SPD","Ralf_Stegner",0
839894693622210560,"0","eilmeld tusk als ratspraesident wiedergewaehlt",1,-1,"CSU","koschyk",28
843481033182011392,"0","adenau recht hat hat recht zeitfuermartin",1,-1,"SPD","ThomasOppermann",26
907245397902548992,"0","mit dies forder fasst zusamm was uns sozialdemokrat wichtig ist zeitfuermartin",2,-1,"SPD","josip_juratovic",1
903939074519654400,"0","abgehob",1,-1,"CDU","DrAndreasNick",3
882161473929322496,"0","was bleibt von der bundeswehr nach ursula von der ley",1,-1,"AfD","BystronAfD",11
893135147243102208,"0","gespraechsab geplant aender kommunalverfassungsgesetz landgasthof zur alt post ummendorf sommertour",1,-1,"GRUENE","olaf_meister",7
842052285228277760,"0","gibt mehr gruend wiss sie auch sie verteid auch ihr ministerpraesidentin trotz ihr bilanz",2,-3,"CDU","SvenVolmering",27
904072133722218496,"0","video seit jahr ist strassenmus berlin traeumt aber imm noch davon orch mitglied werd <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+623C><U+3E63>",1,-1,"SPD","TomSchreiberMdA",3
869530157031333888,"0","journalist hab nen tisch drauss",1,-1,"SPD","larsklingbeil",16
842053589359054848,"0","euer faktencheck war eher ein vorurteil hier die auswirk auf gesamtstellenzahl faktencheck",1,-1,"SPD","UlrichKelber",27
869466690916151296,"0","berlin seehof",1,-1,"SPD","martinhabersaat",16
857914544265547776,"0","das ist noch bess",2,-1,"CDU","MGrosseBroemer",21
910800586819371008,"0","die keynot zur rbfc17 beim wortlaut",1,-1,"SPD","OlafScholz",0
905337582363529216,"0","freu mich auf den besuch der fhkiel",1,-1,"CDU","PrienKarin",2
907137888449576960,"0","und wer ist verantwort dobrindt von der csu sollt der waehl beacht",1,-1,"SPD","volkermuenchow",1
886876193101942784,"0","jetzt neu googl uebersetz fuer glueckskeks",1,-1,"SPD","JCrueger",9
839750258460622848,"0","lammert hierzuland kann jed sein meinung sag auslaend gaest wir aber auch",2,-1,"CDU","wanderwitz",28
905692393806147584,"0","das garanti wir",1,-1,"CDU","jensspahn",2
838883732538998784,"0","denn sonst",2,-1,"CDU","peteraltmaier",28
887883239783845888,"0","von den wahlberechtigt insgesamt gab der pis gerad einmal und der fidesz ihr stimm",1,-1,"DIE LINKE","Tobias_Schulze",9
880333004517912576,"0","deshalb ist bay gross sponsor des bauerntag fusionmonsanto",1,-1,"GRUENE","GruenMeyer",12
913806675550670848,"0","spannend sach naech jahr ist der iac uebrig brem",2,-1,"SPD","MartinGuenthner",0
874870571728818176,"0","nordrhein westfal die schwarz gelb koalition geht mit gebraucht ide den start mobil",1,-1,"SPD","philipp_fuer_DU",14
906432500494487552,"0","vorbereit auf den haustuerwahlkampf mit dem digital wahlatlas stuerzt staendig wir leg dennoch los",1,-1,"GRUENE","GYGeorg",2
856102372086599680,"0","soeb hat der afd bundesparteitag koeln das wahlprogramm fuer die btw2017 beschloss",1,-1,"AfD","Holger_Arppe",21
874580349489209344,"0","nrwkoalition schwarz gelb will ueb bundesrat asylpolit akzent setz hoff wir auf gruendlich kopi des afd programm",1,-1,"AfD","RogerBeckamp",14
877885389834379264,"0","ein wichtig einnahmequell ist der handel mit halal produkt deutschland soll jaehrlich mehr als milliard euro umgesetzt werd",1,-1,"CDU","Ismailtipi",13
865235020675510272,"0","r2g berlin stellt sich geg autobahnprivatisier berlin cdu ist dafu bund spd auch ist nicht egal wer regiert agh",1,-1,"DIE LINKE","Tobias_Schulze",18
841252456197738496,"0","neu auf twitt afd landtag rlp",1,-1,"AfD","Beatrix_vStorch",27
865609504389554176,"0","schleswig holstein wir hab kompliziert gewaehlt welch buendnis findet ihr best ltwsh",1,-1,"GRUENE","RasmusAndresen",18
827806517327982592,"0","heut beim hessengipfel der ich bericht uhr fuer",1,-1,"SPD","JensZimmermann1",33
846072664158605312,"0","erlenbach michael berning bleibt buergermeist",1,-1,"CSU","BertholdRueth",25
827441690621390848,"0","die arbeitsmarktpolit der spd treffend zusammengefasst",1,-1,"DIE LINKE","voglerk",33
897746545721974784,"0","wed privatsach noch privatwirtschaft",1,-1,"CDU","OKehrl",5
900017932415238144,"0","mit unterweg zum plakati kampagn zur btw17 laeuft",1,-1,"CDU","UweSchummer",4
861593793543491584,"0","mein genossin hat mit koalitionsbrill total durchblick r2g dielink agh berlin",2,-1,"DIE LINKE","HakanTasBerlin",19
894209799642112000,"0","zusamm war wir bundestag jetzt sind wir beid landesvorsitz mit josef winkl gruen rlp nierstein",1,-1,"CDU","JuliaKloeckner",6
896670231015415808,"0","der altar neb dem bierfass kirch mitt leb stuttgart degerloch marktplatzf",1,-1,"SPD","UteVogt",5
881406385233293312,"0","praechtig lilienbluet",1,-1,"CSU","koschyk",11
908697784357879808,"0","auch das gehoert zur bilanz des jahr cdu csu gefuehrt bundesinnenministerium dazu bundespolizei",1,-1,"GRUENE","IreneMihalic",1
836137776403918848,"0","unbestritt",1,-1,"DIE LINKE","DEZi_Brb",29
865312849681403904,"0","kennt ihr bestimmt schon quell unbekannt grandios",2,-1,"AfD","ronaldglaeser",18
876023753012072448,"0","gruen woll industrieausstieg bis bdk17 gruen",1,-1,"AfD","twittschler",14
909429174061944832,"0","sind geschafft hallebluehtauf",1,-1,"GRUENE","wolfgangaldag",0
839780421223219200,"0","geht derzeit nur ueb wir bau",1,-1,"SPD","tsghessen",28
876817969044738048,"0","foto ist aber von",1,-1,"GRUENE","GYGeorg",13
898119498271567872,"0","hat gerad ein foto gepostet",1,-1,"SPD","HenningHomann",5
862552203176931328,"0","die digitalisier hat jetzt sogar bis die spruechekal geschafft",1,-1,"FDP","marcelhafke",19
879363957160648704,"0","vollbracht",1,-1,"CDU","ullathnnissen",12
832294116696457216,"0","also platz von",1,-1,"SPD","UlrichKelber",31
864930024843083776,"0","red ltbw macron der zentralist",1,-1,"AfD","Joerg_Meuthen",18
904790104878788608,"0","das emissionsfrei auto kommt wird ein chines oder deutsch auto sein 5kampf fuenfkampf",1,-1,"GRUENE","SylviaLoehrmann",2
904326824020381696,"0","auf geht zum abschlusstreff der cdu2017 rund mit braunschweig hauptbahnhof",1,-1,"CDU","CarstenOvens",2
913428535473315840,"0","hammerbrooklyn digitalcampus praesentiert auf dem new mobility day",1,-1,"FDP","krusehamburg",0
841751294209581056,"0","vbb berlin und brandenburg",1,-1,"AfD","AfDLindemann",27
867971621977432064,"0","birgit schoenau ueb francesco totti langstreck",1,-1,"CDU","SteinekeCDU",17
834821471801397248,"0","tja mehr dazu unt",1,-1,"CDU","PSchnieder",30
839840686455336960,"0","debatt auf spd antrag zum gymnasium zeigt minist hat kein antwort",1,-1,"SPD","m_rinderspacher",28
866630394350895104,"0","heut fraktionsvorstand der spree berlin",1,-1,"GRUENE","SilkeGebel",17
851664308316639232,"0","aber die muetz des anstreich ist von ein and organisation",1,-1,"DIE LINKE","bodoramelow",23
844934040885104640,"0","war erwart",1,-1,"CDU","KristyAugustin",26
908423176597753856,"0","richtig hoffent kriegt mittelstand mal mehr als minut zdf",1,-1,"CDU","OKehrl",1
897867588683870208,"0","heut buergermeist konferenz vorpomm greifswald spannend und sachlich diskussion",1,-1,"CDU","LorenzCaffier",5
849888521884237824,"0","und enkelinn",2,-1,"GRUENE","StefanGelbhaar",24
899736614133354496,"0","oder kanzlei des staat statt staatskanzlei laschetministeri",1,-1,"SPD","st_kaemmerling",4
871360655688859648,"0","geschwist scholl schul polit wirtschaft wern von siem schul jahrgangsstuf bmf",1,-1,"CDU","meister_schafft",15
881866556971655168,"0","uns anspruch als sportnation muss end ein jahrzehnt der investition den breit und spitzensport die sein",1,-1,"CDU","TimZeelen",11
863745832826408960,"0","koenn merkel und macron europa voranbring die deutsch kanzlerin empfaengt den franzoes praesident",1,-1,"CDU","UweSchummer",18
870361592503967744,"0","trivago analys wittenberg wird trend reiseziel",1,-1,"CDU","reinerhaseloff",16
868530316083965952,"0","investion hoh zweistell bereich lewentz macht sich fuer buga stark",1,-1,"SPD","Alex_Schweitzer",17
856531022036566016,"0","tschetscheni gruen zwing bundestag zur befass",1,-1,"GRUENE","Volker_Beck",21
893541524654497792,"0","erstaufnahmeeinricht suhl besucht link",1,-1,"DIE LINKE","BineB",7
899705104789630976,"0","schoen blog ueb digitallink",1,-1,"DIE LINKE","BenjaminHoff",4
908246898867412992,"0","filiz polat verabschiedet letzt praktikant als landtagsabgeordnet ltnds bue",1,-1,"GRUENE","filizgreen",1
911238890840887296,"0","gross andrang lausitz platz kind wuerd waehl erststimmebayram btw17",1,-1,"GRUENE","LieblingXhain",0
851855959366529024,"0","jugendfoto",1,-1,"DIE LINKE","PetraPauMaHe",23
893472767223398400,"0","hoech unwahrschein",1,-1,"DIE LINKE","BenjaminHoff",7
878473391497506816,"0","taekwondo nordkorea schickt kaempf nach suedkorea",1,-1,"CSU","koschyk",13
875580098379788288,"0","wird imm bess aber der geht noch mehr und imm noch viel gruen",2,-1,"CDU","drmfuchs",14
904789087026114560,"0","martin schulz zur maut beim tvduell zeitfuermartin btw17 martinmacht",1,-1,"SPD","MartinRosemann",2
911574974820962304,"0","als klein erinner fedidwgugl",1,-1,"CDU","JuliaKloeckner",0
877766814868144128,"0","sonntag auf nach dortmund kreissteinfurt",1,-1,"SPD","juergencosse",13
872794982490550272,"0","das waer auch mal faellig landkreis greiz",2,-1,"CDU","Chr_Tischner",15
853969124938186752,"0","wir denk deniz gerad jetzt freedeniz tuerkeireferendum",1,-1,"SPD","UlliNissen",22
890933776301383680,"0","projekt planfeststellungsantrag fuer abschnitt eingereicht rahlstedt ahrensburg bargteheid hvv",1,-1,"SPD","otbhh",8
898624912570687488,"0","und jutta niemann von besuch bei ebmpapst",1,-1,"GRUENE","ebner_sha",5
841883659540041728,"0","sie sind auch widd und ein frueh dazu hab mal handstatist widd staatslenk gemacht sehr beachtlich",3,-1,"CDU","PLengsfeld",27
843855591282032640,"0","baut haeus fuer die spatz weltspatzentag",1,-1,"GRUENE","otto_direkt",26
916772237327392768,"0","ich such jemand der sich mit mir bad bad kino anguckt der mann traut sich nicht followerpow",1,-1,"GRUENE","A_Schillhaneck",-1
878307623250079744,"0","solikonzert kiezlad dunck 14abschied jen oliva",1,-1,"GRUENE","otto_direkt",13
873522275676561408,"0","dein schulzeit auch ich wart auf die rueckkehr des kreisel",1,-1,"GRUENE","A_Schillhaneck",15
846673906664648704,"0","sitzung geht die frag der sprech fuer sportpolit ein erst aufschlag macht agh",1,-1,"DIE LINKE","Tobias_Schulze",25
863373378253717504,"0","heut mit probat method geg anfaell bei eck hahoh d98bsc",1,-1,"GRUENE","A_Schillhaneck",19
841589170967580672,"0","noe nur erfahr astrologi sieht gut wenig gut kombination schau sie selb nach widd mann fisch mann",2,-1,"CDU","PLengsfeld",27
841714815076831232,"0","buergersprechstund heppenheim monat direkt ansprach durch die buerg wahlkreis",1,-1,"CDU","meister_schafft",27
869082551566168064,"0","die thuering strafvollzugskommission ist heut der jva hohenleub start",1,-1,"DIE LINKE","linkeanja",16
878743068626825216,"0","retweeted agn witt fedidwgugl hat die versucht ein haschtag rauch",1,-3,"SPD","regina_poersch",13
908213419962138624,"0","einzug den bundestag retrotweet",1,-1,"CDU","UweSchummer",1
877586422043074560,"0","heiss gespraech bei noch heiss temperatur klamroth kont auf ntv",1,-1,"DIE LINKE","bodoramelow",13
